product_query,video_id,video_title,video_url,channel_name,published_at,view_count,comment_count,video_like_count,comment_id,author_name,comment_text,cleaned_comment_text,comment_like_count,detected_language,updated_at,sentiment_label,aspect_label,review_notes,is_empty,is_deleted,is_short_comment,is_single_word,is_spam,is_removed_by_cleaning,is_translated,is_ambiguous,is_future_demand,is_language_error,is_question,is_unrelated
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,Ugz09bNLyyams4IJG354AaABAg,@DarkFox2232,"Problem of performance exists only for people who do not realize they live inside the box.
Just put on network some streaming device that's obsolete from desktop performance standpoint, but crushes about anything on 1280x800.

I have old gaming laptop connected by wire to home router. That way it does not use own wifi, but router's antennas. It is weaker than incoming Steam Machine, yet delivers 1280x800 @90 fps in new games at very high/maximum details.

Network input lag is 1~2ms over wifi. Return lag is 15~18ms. Which together is less than half of average $100~150 wireless gamepad one is using directly on PC.","problem of performance exists only for people who do not realize they live inside the box. just put on network some streaming device that's obsolete from desktop performance standpoint, but crushes about anything on 1280x800. i have old gaming laptop connected by wire to home router. that way it does not use own wifi, but router's antennas. it is weaker than incoming steam machine, yet delivers 1280x800 @90 fps in new games at very high/maximum details. network input lag is 1~2ms over wifi. return lag is 15~18ms. which together is less than half of average $100~150 wireless gamepad one is using directly on pc.",0,english,2026-05-06T22:52:08Z,Positive,Performance,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,UgyL7s6yp1K2SgD_7Eh4AaABAg,@Legendary_Bleu,Legion Go can run this came on Ultra Settings ;),legion go can run this came on ultra settings ;),0,english,2026-05-12T14:34:48Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgxmMgR1QkA70-ErNIB4AaABAg,@K-Motion75,That last one is piracy which is illegal,that last one is piracy which is illegal,0,english,2026-05-13T20:06:07Z,Neutral,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,UgwZHKp3NuFinI0SYXp4AaABAg,@fahaduzzamanfozla4769,Gameloop sa pubg mobile kalka dikao plz,gameloop sa pubg mobile kalka dikao plz,0,english,2025-02-11T12:52:36Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,sYqisoq8Yp4,Should You Buy Steam Deck in 2025? Ft. Steam Deck OLED,https://www.youtube.com/watch?v=sYqisoq8Yp4,Venom's Tech,2024-12-24T16:21:03Z,211899,591,6572.0,UgylhGBX_gCHSHViAaR4AaABAg,@Arsalan4games,bhai abhi 66k milra oled should I buy this or fo for xbox ally?,brother now 66k milra oled should i buy this or fo for xbox ally?,0,hinglish,2026-02-13T14:09:06Z,Neutral,Purchase Intent,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,UgxZfgtNg3K02YSKesR4AaABAg,@I...I___I__I.I___I_.I.I,Why was there the suicide hotline under this video?,why was there the suicide hotline under this video?,1,english,2024-12-31T12:42:18Z,Neutral,Spam,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,UgzTgrSyJi_s1ML2AxZ4AaABAg,@nikamegrelidze908,How about lazy and greedy developers optimize their games instead of putting everything on scalers. RE9 showed us that SD is plenty powerful still.,how about lazy and greedy developers optimize their games instead of putting everything on scalers. re9 showed us that sd is plenty powerful still.,0,english,2026-03-30T17:21:04Z,Neutral,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,UgyUnDOP_IZYBcWnLEt4AaABAg,@未来警察,"I stopped following PC handhelds after getting my ROG Ally X. Are there actually handhelds over $2k?? I just bought a SFF mini PC with a mobile AMD Ryzen 9, 32gb RAM, 1tb SSD, and desktop 5060 for $1500.","i stopped following pc handhelds after getting my rog ally x. are there actually handhelds over $2k? i just bought a sff mini pc with a mobile amd ryzen 9, 32gb ram, 1tb ssd, and desktop 5060 for $1500.",0,english,2026-06-03T08:29:11Z,Neutral,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,Ugwe-gtfVYMoxcMKcsZ4AaABAg,@TheGamingKnight5,Switch deck drift,switch deck drift,0,english,2026-03-08T09:10:12Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,UgwBeqPq3FQBhIdecet4AaABAg,@alanlee67,"Everything the gabites thought they knew about valve is wrong.  Online and cloud saves are not free.  They're funded by not having a secondhand market. 10 bucks a month in steam sales is 120 bucks a year.  You've already been paying for cloud saves.  Xbox has been charging for online since 2004 and in 25 years they have not turned a dime in profit.  This stuff is not free folks and Valve isn't giving it away because they're ""not greedy.""

TLDR, valve's books are tighter than we all imagined and they were forced to do this to stay solvent.

Also, price of games being lower on steam is a farce.  RE9 is currently on sale on xbox and it has never gone on sale on steam.  I know because I do not buy digital games day one.  Paying full price to rent a game...no thanks.","everything the gabites thought they knew about valve is wrong. online and cloud saves are not free. they're funded by not having a secondhand market. 10 bucks a month in steam sales is 120 bucks a year. you've already been paying for cloud saves. xbox has been charging for online since 2004 and in 25 years they have not turned a dime in profit. this stuff is not free folks and valve isn't giving it away because they're ""not greedy."" tldr, valve's books are tighter than we all imagined and they were forced to do this to stay solvent. also, price of games being lower on steam is a farce. re9 is currently on sale on xbox and it has never gone on sale on steam. i know because i do not buy digital games day one. paying full price to rent a game.no thanks.",0,english,2026-05-30T18:48:01Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,2EyGYUyi5mI,The Steam Deck Has a Problem... (in 2026),https://www.youtube.com/watch?v=2EyGYUyi5mI,Garrett Crespo,2026-04-13T15:00:05Z,27422,216,522.0,UgyYwjhoSjUidwOcg5F4AaABAg,@eddieortiz237,The 512 OLED model should be no more than 399 and the 1 TB model should be no more than 479.99 at best cuz now you're getting close to the legion go s steam edition and that outperforms the steam deck I'm glad I bought mine on Black Friday for 319 Best deal ever,the 512 oled model should be no more than 399 and the 1 tb model should be no more than 479.99 at best cuz now you're getting close to the legion go s steam edition and that outperforms the steam deck i'm glad i bought mine on black friday for 319 best deal ever,1,english,2026-04-14T12:57:45Z,Negative,Competition,Future Demand,False,False,False,False,False,False,False,0,1,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,UgwBghgFXx2gkCt96D14AaABAg,@xStriker888,How you have a custom skin on your deck? How do you add this,how you have a custom skin on your deck? how do you add this,0,english,2026-04-23T12:01:06Z,Neutral,Other,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,Ugze6IW2xSxpuUDp7hB4AaABAg,@Nyankos3nsei,I mortaged my house for 64Gb.,i mortaged my house for 64gb.,0,english,2026-06-04T02:49:10Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,Ugxcrn_bMTqbcALn4R94AaABAg,@aadarsha142,I really wanna play pc games and am looking forward to buy handhelds. The problem is i only have 100$ saving and not even one handheld is available in my country (as much as i know). So its very unfortunate. If you know any way please help me.❤❤,i really wanna play pc games and am looking forward to buy handhelds. the problem is i only have 100$ saving and not even one handheld is available in my country (as much as i know). so its very unfortunate. if you know any way please help me.❤❤,0,english,2026-04-17T02:28:53Z,Neutral,Purchase Intent,Future Demand,False,False,False,False,False,False,False,0,1,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,Ugw8AKAAX_6hVA7IWCZ4AaABAg,@Daniell686,откуда я знаю этот звук сообщения?,how do i know this message sound?,0,unknown,2026-05-20T20:26:12Z,Neutral,Other,Question,False,False,False,False,False,False,True,0,0,0,1,0
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,Ugw2z7Gy7-rXn2WXmN14AaABAg,@romanthc,"Who cares about ""new games"" 😂 this crap is not worth your money.","who cares about ""new games"" 😂 this crap is not worth your money.",0,english,2026-05-12T13:36:31Z,Negative,Hardware,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,Ugyuu7rJyE5xhNaoR-R4AaABAg,@MrSclus23,Lies the Steamdeck is totally worth it,lies the steamdeck is totally worth it,1,english,2026-06-01T01:44:31Z,Positive,Hardware,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,UgwKggUySaHcxDCVf1p4AaABAg,@smokeajeff,Oh damn its xboxed,oh damn its xboxed,0,english,2025-10-04T03:04:19Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,Ugy_ikV5CjYhXyCGQ0R4AaABAg,@yalo3162,"Steam doesn’t require Steam hardware to play games on it, so Valve doesn’t sell massive amounts of hardware, and doesn’t get discounts from production companies on that hardware.","steam doesn’t require steam hardware to play games on it, so valve doesn’t sell massive amounts of hardware, and doesn’t get discounts from production companies on that hardware.",0,english,2026-06-01T17:43:26Z,Positive,Hardware,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,UgxUYEdPWzry2ow7fGt4AaABAg,@mrrigz2.079,Bro my steam deck would be having wind noise 24/7 and a lot of heat and don’t get me started on the games I’m like moving 3 frames per second with every game I played unless if I’m playing pac man or the og donkey Kong,bro my steam deck would be having wind noise 24/7 and a lot of heat and don’t get me started on the games i’m like moving 3 frames per second with every game i played unless if i’m playing pac man or the og donkey kong,0,english,2025-07-01T22:11:30Z,Negative,Performance,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,Ugwrys7LkkQ8_kMerWR4AaABAg,@Skrunchgaming,"been fighting rog vs steam deck for months and month and months. With the black friday price, and this video, the decision was obvious","been fighting rog vs steam deck for months and month and months. with the black friday price, and this video, the decision was obvious",1,english,2025-11-27T04:40:06Z,Positive,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,#NAME?,Is the Steam Deck OLED Worth It in 2026?,https://www.youtube.com/watch?v=-ksz-zFhmGA,Jon Valiagas,2026-02-21T15:00:01Z,184688,394,3335.0,Ugythh6Y-LHJOgtz_cN4AaABAg,@caglardoruk,"That is the biggest problem, they re always out of stock...","that is the biggest problem, they re always out of stock.",0,english,2026-05-08T10:55:41Z,Negative,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgyXi20wZCgEhllGJTB4AaABAg,@AnthonyStringer03,the left trackpad can also be used for controller mapping in games. one example is save/load in half life 1,the left trackpad can also be used for controller mapping in games. one example is save/load in half life 1,0,english,2025-12-20T16:07:28Z,Positive,Software,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgyRE6FvbcaKupVbhPJ4AaABAg,@NuSevink,Smells like broke in here,smells like broke in here,0,english,2026-05-19T22:17:31Z,Negative,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,UgyR8gicVQf9POu5TT54AaABAg,@AlexanderMastrian,just got my gold edition. Thank you that it works so seamlessly on steam deck! Been following for a while and I'm so happy to finally play!,just got my gold edition. thank you that it works so seamlessly on steam deck! been following for a while and i'm so happy to finally play!,0,english,2026-05-03T00:52:42Z,Positive,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,uCVXqoVi6RE,Almost Perfect - Steam Deck OLED Review,https://www.youtube.com/watch?v=uCVXqoVi6RE,Linus Tech Tips,2023-11-09T18:02:46Z,3032335,4400,86557.0,Ugxf3Sgf7q1AB7KOcAJ4AaABAg,@PuPuChangg,Its junk,its junk,0,english,2025-03-02T19:03:11Z,Negative,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,z1ZDve3kvRw,The Witcher 3 Switch 2 vs Steam Deck #thewitcher3 #switch2 #steamdeck,https://www.youtube.com/watch?v=z1ZDve3kvRw,Dominic Malta,2025-08-29T18:46:09Z,1682095,434,6875.0,Ugx7K_4YU1W-I3zgerF4AaABAg,@bravestarhunt3536,WOWWW UNA CONSOLA QUE SALIO HACE 3 AÑOS CONTRA UNA DEL AÑO PASADO ... WOWWWWW. ESTE CRACK ROMPIO LA MATRIX----,wowww una consola que salio hace 3 años contra una del año pasado . wowwwww. este crack rompio la matrix----,0,english,2026-05-03T04:36:30Z,Neutral,Spam,Language Error,False,False,False,False,False,False,False,0,0,1,0,0
Steam Deck,wyIg9kD2lIA,The Steam Deck OLED Is Finally Too Expensive,https://www.youtube.com/watch?v=wyIg9kD2lIA,Tech Fowler,2026-06-03T00:36:07Z,7902,66,171.0,UgyzuBfkYdjThyCu9q14AaABAg,@Razear,"No one should buy it after the nearly 50% price hike, but considering stock still sold out shortly after Valve announced this, it just validates their decision...","no one should buy it after the nearly 50% price hike, but considering stock still sold out shortly after valve announced this, it just validates their decision.",0,english,2026-06-03T23:30:20Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,Ugx7eC9y7dXmLN0JryB4AaABAg,@notthere83,"I wouldn't be surprised if this will actually boost sales short-term because people anticipate another price hike in a few months. Which may happen. 
And people are very naive if they believe that competitors and second hand will stay cheap. You can already see prices for second hand steam decks going up.",i wouldn't be surprised if this will actually boost sales short-term because people anticipate another price hike in a few months. which may happen. and people are very naive if they believe that competitors and second hand will stay cheap. you can already see prices for second hand steam decks going up.,0,english,2026-06-02T05:25:31Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,Ugxwco0c9GrjezPqoxx4AaABAg,@JoseHernandez-wv3ee,Who is telling you not to,who is telling you not to,0,english,2026-01-06T01:21:31Z,Positive,Hardware,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,s1zvE1Ug8SY,"Not Cool, Valve…",https://www.youtube.com/watch?v=s1zvE1Ug8SY,TechLinked,2026-05-28T00:50:48Z,273362,1146,13195.0,UgyMZi1OSt9GvPxCA0R4AaABAg,@eb8723,"Would really enjoy a blooper reel at the end credits, like a movie.","would really enjoy a blooper reel at the end credits, like a movie.",0,english,2026-05-28T20:52:19Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,s1zvE1Ug8SY,"Not Cool, Valve…",https://www.youtube.com/watch?v=s1zvE1Ug8SY,TechLinked,2026-05-28T00:50:48Z,273362,1146,13195.0,UgymjmWAou-QOwBaDt14AaABAg,@Sonicjan,RAMpires... Amazing XD,rampires. amazing xd,0,english,2026-05-30T22:40:06Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,MXdiREBHiWs,The Steam Deck is made for EVERYONE! 👊,https://www.youtube.com/watch?v=MXdiREBHiWs,RobinB360,2024-12-06T17:00:21Z,2585601,175,18709.0,UgzGvy-CZUDhqN1M3jl4AaABAg,@svyatoslavdubrovsky4139,"Yeah, well, what does it mean?","yeah, well, what does it mean?",287,english,2024-12-07T10:56:25Z,Neutral,Other,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgysGd870a4KlsE6asJ4AaABAg,@TheRealDioBrando,straight up rworded video,straight up rworded video,0,english,2025-12-20T01:52:53Z,Negative,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,g291trLaqTA,Even The Steam Deck Got Hit,https://www.youtube.com/watch?v=g291trLaqTA,Dave2D,2026-05-30T16:47:17Z,331923,1814,13653.0,Ugyxkgnr1q7FH4eVEj94AaABAg,@Palaecro,"I mean, I like a lot about it but the other devices 2nd hand are just superior in terms of raw specs and cost.","i mean, i like a lot about it but the other devices 2nd hand are just superior in terms of raw specs and cost.",1,english,2026-06-03T22:42:25Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,wFkqqaBz7SE,That's It...I can't recommend the Steam Deck anymore.,https://www.youtube.com/watch?v=wFkqqaBz7SE,The Comic Book Gamer,2026-05-29T01:11:53Z,8066,148,230.0,UgyhAap0XjvDs0V_au94AaABAg,@Blackobra614,That XBOX ALLY looking so much better now! So glad I copped it,that xbox ally looking so much better now! so glad i copped it,6,english,2026-05-29T01:26:47Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,UgyIDoerQkRXFbMkVHx4AaABAg,@j.enriquez,"I don't understand the point to this video... ""I bought it, mentioned vague specs, made the video.. but I haven't used it yet.""","i don't understand the point to this video. ""i bought it, mentioned vague specs, made the video. but i haven't used it yet.""",0,english,2025-10-02T22:15:22Z,Negative,Other,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,NdvMEz6RXTI,The Steam Deck Has a BIG Problem,https://www.youtube.com/watch?v=NdvMEz6RXTI,Austin Evans,2026-03-15T15:01:35Z,201030,1105,6074.0,Ugz-ew_ahVjIO2zT_n54AaABAg,@TJBOO3,"If your steam deck is old the thermal paste could be melted replacing the paste can make it run MUCH better, this guy is mad annoying too this video is garbage.","if your steam deck is old the thermal paste could be melted replacing the paste can make it run much better, this guy is mad annoying too this video is garbage.",0,english,2026-04-11T01:41:33Z,Negative,Other,Ambiguous,False,False,False,False,False,False,False,1,0,0,0,0
Steam Deck,aQasDa8AGLA,Is Steam Deck Worth Buying in 2025?,https://www.youtube.com/watch?v=aQasDa8AGLA,ShoAndTech,2025-02-03T17:18:42Z,1684331,751,29366.0,Ugz14CfHWZexMz2IZ4l4AaABAg,@TheB3tha,"Not just for games and emulation, the community is the main reason why is relevant with mods that are on another level.","not just for games and emulation, the community is the main reason why is relevant with mods that are on another level.",0,english,2025-10-17T18:34:26Z,Positive,Support,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,6iV-_MPxoPc,Endlich AAA-Spiele für Leute mit wenig Zeit – perfekt für Steam Deck & Co.,https://www.youtube.com/watch?v=6iV-_MPxoPc,Steam Dad,2026-06-04T07:00:23Z,1763,40,181.0,UgyC-LEHTdmFEKQTbqR4AaABAg,@Commander_Riker-x2l,"Indiana Jones und 007 sind auch meine Top 2 in diesem Monat. Platz 3 wäre bei mir Forza Horizon 6 geworden, da auch dieser Teil wieder super optimiert für Handhelds ist. Wobei hier zwischen Claw 8Ai+ und SteamDeck was Performance und Bildqualität tatsächlich schon Welten liegen. XESS ist FSR 3.1 einfach mal um längen überlegen.
Übrigens, mit dem Release von Indiana Jones auf der Switch 2, hat Maschine Games auch nochmal einen Patch für die PC Version nachgeschoben, der die CPU Optimierungen der Switch 2 auch auf den PC bringt. Damit lässt sich auch der Ägypten Level, wo vorher in einigen Bereichen gerade mal 24 FPS geschafft wurden, jetzt ohne Probleme mit 30 FPS + auf der Claw spielen.
Bei 007 First Light bin ich sehr auf die Switch 2 Version gespannt. Der unterschied in dem Spiel zwischen FSR und DLSS sind Welten. Daher gehe ich mal davon aus das die Switch Version, ähnlich wie Indiana Jones, eine deutlich bessere Bildschärfe haben wird und damit dann auch wieder die XBox Series S ausstechen wird, was die Bildqualität betrifft.","indiana jones und 007 sind auch meine top 2 in diesem monat. platz 3 wäre bei mir forza horizon 6 geworden, da auch dieser teil wieder super optimiert für handhelds ist. wobei hier zwischen claw 8ai+ und steamdeck was performance und bildqualität tatsächlich schon welten liegen. xess ist fsr 3.1 einfach mal um längen überlegen. übrigens, mit dem release von indiana jones auf der switch 2, hat maschine games auch nochmal einen patch für die pc version nachgeschoben, der die cpu optimierungen der switch 2 auch auf den pc bringt. damit lässt sich auch der ägypten level, wo vorher in einigen bereichen gerade mal 24 fps geschafft wurden, jetzt ohne probleme mit 30 fps + auf der claw spielen. bei 007 first light bin ich sehr auf die switch 2 version gespannt. der unterschied in dem spiel zwischen fsr und dlss sind welten. daher gehe ich mal davon aus das die switch version, ähnlich wie indiana jones, eine deutlich bessere bildschärfe haben wird und damit dann auch wieder die xbox series s ausstechen wird, was die bildqualität betrifft.",1,english,2026-06-04T08:58:15Z,Neutral,Gaming,Language Error,False,False,False,False,False,False,False,0,0,1,0,0
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgzVTm9LZVL_t02Za-p4AaABAg,@kriso1891,Thanks for the great video.,thanks for the great video.,0,english,2025-12-20T15:44:58Z,Neutral,Spam,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,UgxsPPqcxi8RRmFdQm14AaABAg,@zopm133,Most people probably brought them on a credit card and gonna try to resell,most people probably brought them on a credit card and gonna try to resell,0,english,2026-06-04T00:25:44Z,Neutral,Other,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,WmyomoDTj0A,I Can No Longer Recommend the Steam Deck...,https://www.youtube.com/watch?v=WmyomoDTj0A,Nick Flip,2026-05-30T14:00:02Z,19897,454,512.0,Ugz7zcJy4hIPNHkVSxJ4AaABAg,@2runand2jump,$1070 in Europe,$1070 in europe,0,english,2026-05-30T19:24:45Z,Negative,Price,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,AOrjgRnU-k0,"007 FIRST LIGHT es CARNE de PORTÁTIL! Steam Deck, ROG XBOX Ally X, Legion Go S y MSI Claw 🔥",https://www.youtube.com/watch?v=AOrjgRnU-k0,Hooandee,2026-06-03T18:17:18Z,2853,37,129.0,Ugxst5zDLHqV6JpR33N4AaABAg,@NicolasDibbern17,Ya quiero probarlo en mí futura Legion Go,ya quiero probarlo en mí futura legion go,0,english,2026-06-03T23:31:04Z,Negative,Competition,Language Error,False,False,False,False,False,False,False,0,0,1,0,0
Steam Deck,oCHC2SK0s9A,Steam Deck in 2025 (Still Worth Getting?),https://www.youtube.com/watch?v=oCHC2SK0s9A,Garrett Crespo,2025-09-08T15:30:23Z,315626,752,6450.0,UgxnuMNha5gHqNBoVs14AaABAg,@Elotroso3194,"I never really thought about the steam deck (Mainly because I'm a nintendo kid) and tbh I didn't know it only came out 3-4 years ago, I thought it was released in like 2015 or something lol","i never really thought about the steam deck (mainly because i'm a nintendo kid) and tbh i didn't know it only came out 3-4 years ago, i thought it was released in like 2015 or something lol",0,english,2026-02-06T05:24:31Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,VYCFv25Z00A,The Steam Deck Sold Out AGAIN...,https://www.youtube.com/watch?v=VYCFv25Z00A,The WAN Show,2026-06-03T15:00:16Z,51294,468,1570.0,UgxjR4b4N0pQXQBhSYx4AaABAg,@DraconianEmpath,I'm becoming increasing happy with my decision to buy a steam deck last year XD,i'm becoming increasing happy with my decision to buy a steam deck last year xd,0,english,2026-06-03T18:14:28Z,Positive,Purchase Intent,,False,False,False,False,False,False,False,0,0,0,0,0
Steam Deck,581EzlDCJyw,A Harsh Truth I Realized After Buying A Steam Deck,https://www.youtube.com/watch?v=581EzlDCJyw,Aman,2026-03-21T00:00:06Z,34098,161,1150.0,UgxF0N937eovQtP_IqJ4AaABAg,@pawonpawon7662,6:42 call of WHAT?,6:42 call of what?,2,english,2026-03-21T09:32:31Z,Neutral,Spam,Question,False,False,False,False,False,False,False,0,0,0,1,0
Steam Deck,QoGV9pqqYrk,Nintendo Switch 2 vs. Steam Deck!,https://www.youtube.com/watch?v=QoGV9pqqYrk,EmSwizzle,2025-08-21T19:00:22Z,9331948,2259,154254.0,UgwXZ77AOyYzDCqHF4t4AaABAg,@BARNEYYYY-n1i,the switching thing is overrated,the switching thing is overrated,0,english,2026-05-16T17:26:47Z,Negative,Competition,,False,False,False,False,False,False,False,0,0,0,0,0
